path,group,category,v1_score,v2_score,score_delta
E:\SIH\ira-wakeword\dataset\negative\background\background_00478.wav,synthetic_noise,ambient,0.002856,0.018956,0.016100
E:\SIH\ira-wakeword\dataset\negative\background\background_00484.wav,synthetic_noise,ambient,0.000000,0.000006,0.000006
E:\SIH\ira-wakeword\dataset\negative\background\background_00490.wav,synthetic_noise,ambient,0.000000,0.000005,0.000005
E:\SIH\ira-wakeword\dataset\negative\background\background_00502.wav,synthetic_noise,ambient,0.000000,0.000248,0.000248
E:\SIH\ira-wakeword\dataset\negative\background\background_00504.wav,synthetic_noise,ambient,0.000000,0.000250,0.000250
E:\SIH\ira-wakeword\dataset\negative\background\background_00523.wav,synthetic_noise,ambient,0.000000,0.000471,0.000470
E:\SIH\ira-wakeword\dataset\negative\background\background_00526.wav,synthetic_noise,ambient,0.000000,0.000003,0.000003
E:\SIH\ira-wakeword\dataset\negative\background\background_00528.wav,synthetic_noise,ambient,0.011698,0.000095,-0.011602
E:\SIH\ira-wakeword\dataset\negative\background\background_00551.wav,synthetic_noise,ambient,0.000000,0.001367,0.001367
E:\SIH\ira-wakeword\dataset\negative\background\background_00563.wav,synthetic_noise,ambient,0.004903,0.000113,-0.004791
E:\SIH\ira-wakeword\dataset\negative\background\background_00568.wav,synthetic_noise,ambient,0.000000,0.000048,0.000048
E:\SIH\ira-wakeword\dataset\negative\background\background_00584.wav,synthetic_noise,ambient,0.005373,0.000078,-0.005295
E:\SIH\ira-wakeword\dataset\negative\background\background_00610.wav,synthetic_noise,ambient,0.000000,0.000004,0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_00623.wav,synthetic_noise,ambient,0.000000,0.000011,0.000011
E:\SIH\ira-wakeword\dataset\negative\background\background_00628.wav,synthetic_noise,ambient,0.000000,0.002312,0.002312
E:\SIH\ira-wakeword\dataset\negative\background\background_00632.wav,synthetic_noise,ambient,0.000021,0.000040,0.000020
E:\SIH\ira-wakeword\dataset\negative\background\background_00649.wav,synthetic_noise,ambient,0.000000,0.001095,0.001095
E:\SIH\ira-wakeword\dataset\negative\background\background_00651.wav,synthetic_noise,ambient,0.000000,0.000015,0.000015
E:\SIH\ira-wakeword\dataset\negative\background\background_00655.wav,synthetic_noise,ambient,0.000117,0.002256,0.002139
E:\SIH\ira-wakeword\dataset\negative\background\background_00656.wav,synthetic_noise,ambient,0.000000,0.000830,0.000830
E:\SIH\ira-wakeword\dataset\negative\background\background_00663.wav,synthetic_noise,ambient,0.000000,0.000217,0.000217
E:\SIH\ira-wakeword\dataset\negative\background\background_00666.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_00691.wav,synthetic_noise,ambient,0.000000,0.000587,0.000587
E:\SIH\ira-wakeword\dataset\negative\background\background_00694.wav,synthetic_noise,ambient,0.000000,0.000009,0.000009
E:\SIH\ira-wakeword\dataset\negative\background\background_00696.wav,synthetic_noise,ambient,0.002949,0.000223,-0.002725
E:\SIH\ira-wakeword\dataset\negative\background\background_00764.wav,synthetic_noise,ambient,0.000000,0.000012,0.000012
E:\SIH\ira-wakeword\dataset\negative\background\background_00769.wav,synthetic_noise,ambient,0.000073,0.000057,-0.000016
E:\SIH\ira-wakeword\dataset\negative\background\background_00772.wav,synthetic_noise,ambient,0.003883,0.001587,-0.002296
E:\SIH\ira-wakeword\dataset\negative\background\background_00782.wav,synthetic_noise,ambient,0.000000,0.000295,0.000294
E:\SIH\ira-wakeword\dataset\negative\background\background_00788.wav,synthetic_noise,ambient,0.000114,0.000045,-0.000069
E:\SIH\ira-wakeword\dataset\negative\background\background_00793.wav,synthetic_noise,ambient,0.000017,0.000172,0.000155
E:\SIH\ira-wakeword\dataset\negative\background\background_00798.wav,synthetic_noise,ambient,0.000000,0.000226,0.000226
E:\SIH\ira-wakeword\dataset\negative\background\background_00809.wav,synthetic_noise,ambient,0.001483,0.000932,-0.000550
E:\SIH\ira-wakeword\dataset\negative\background\background_00822.wav,synthetic_noise,ambient,0.005285,0.000130,-0.005155
E:\SIH\ira-wakeword\dataset\negative\background\background_00833.wav,synthetic_noise,ambient,0.000000,0.000010,0.000010
E:\SIH\ira-wakeword\dataset\negative\background\background_00834.wav,synthetic_noise,ambient,0.000000,0.000005,0.000005
E:\SIH\ira-wakeword\dataset\negative\background\background_00838.wav,synthetic_noise,ambient,0.000000,0.000543,0.000543
E:\SIH\ira-wakeword\dataset\negative\background\background_00845.wav,synthetic_noise,ambient,0.000000,0.000265,0.000264
E:\SIH\ira-wakeword\dataset\negative\background\background_00849.wav,synthetic_noise,ambient,0.000650,0.000092,-0.000557
E:\SIH\ira-wakeword\dataset\negative\background\background_00895.wav,synthetic_noise,ambient,0.000183,0.000027,-0.000156
E:\SIH\ira-wakeword\dataset\negative\background\background_00907.wav,synthetic_noise,ambient,0.000010,0.000049,0.000038
E:\SIH\ira-wakeword\dataset\negative\background\background_00909.wav,synthetic_noise,ambient,0.000029,0.000043,0.000014
E:\SIH\ira-wakeword\dataset\negative\background\background_00913.wav,synthetic_noise,ambient,0.018761,0.000399,-0.018362
E:\SIH\ira-wakeword\dataset\negative\background\background_00919.wav,synthetic_noise,ambient,0.000102,0.000057,-0.000045
E:\SIH\ira-wakeword\dataset\negative\background\background_00921.wav,synthetic_noise,ambient,0.000151,0.012093,0.011942
E:\SIH\ira-wakeword\dataset\negative\background\background_00926.wav,synthetic_noise,ambient,0.000072,0.000420,0.000348
E:\SIH\ira-wakeword\dataset\negative\background\background_00943.wav,synthetic_noise,ambient,0.000000,0.000827,0.000827
E:\SIH\ira-wakeword\dataset\negative\background\background_00951.wav,synthetic_noise,ambient,0.000294,0.000296,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_00973.wav,synthetic_noise,ambient,0.000000,0.000014,0.000014
E:\SIH\ira-wakeword\dataset\negative\background\background_00974.wav,synthetic_noise,ambient,0.000000,0.000004,0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_00991.wav,synthetic_noise,ambient,0.000412,0.004934,0.004522
E:\SIH\ira-wakeword\dataset\negative\background\background_01006.wav,synthetic_noise,ambient,0.000000,0.000503,0.000503
E:\SIH\ira-wakeword\dataset\negative\background\background_01009.wav,synthetic_noise,ambient,0.000000,0.000013,0.000013
E:\SIH\ira-wakeword\dataset\negative\background\background_01024.wav,synthetic_noise,ambient,0.000064,0.000228,0.000164
E:\SIH\ira-wakeword\dataset\negative\background\background_01029.wav,synthetic_noise,ambient,0.000000,0.000006,0.000006
E:\SIH\ira-wakeword\dataset\negative\background\background_01033.wav,synthetic_noise,ambient,0.000104,0.000922,0.000818
E:\SIH\ira-wakeword\dataset\negative\background\background_01041.wav,synthetic_noise,ambient,0.000000,0.000666,0.000666
E:\SIH\ira-wakeword\dataset\negative\background\background_01068.wav,synthetic_noise,ambient,0.000053,0.000086,0.000032
E:\SIH\ira-wakeword\dataset\negative\background\background_01081.wav,synthetic_noise,ambient,0.007583,0.000799,-0.006784
E:\SIH\ira-wakeword\dataset\negative\background\background_01089.wav,synthetic_noise,ambient,0.000432,0.000429,-0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_01092.wav,synthetic_noise,ambient,0.000000,0.000007,0.000007
E:\SIH\ira-wakeword\dataset\negative\background\background_01106.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_01107.wav,synthetic_noise,ambient,0.000000,0.000005,0.000005
E:\SIH\ira-wakeword\dataset\negative\background\background_01109.wav,synthetic_noise,ambient,0.015230,0.001126,-0.014103
E:\SIH\ira-wakeword\dataset\negative\background\background_01132.wav,synthetic_noise,ambient,0.000000,0.000320,0.000320
E:\SIH\ira-wakeword\dataset\negative\background\background_01134.wav,synthetic_noise,ambient,0.000000,0.000032,0.000032
E:\SIH\ira-wakeword\dataset\negative\background\background_01136.wav,synthetic_noise,ambient,0.000405,0.001233,0.000828
E:\SIH\ira-wakeword\dataset\negative\background\background_01145.wav,synthetic_noise,ambient,0.000029,0.000258,0.000229
E:\SIH\ira-wakeword\dataset\negative\background\background_01149.wav,synthetic_noise,ambient,0.000000,0.000002,0.000002
E:\SIH\ira-wakeword\dataset\negative\background\background_01158.wav,synthetic_noise,ambient,0.002257,0.000183,-0.002075
E:\SIH\ira-wakeword\dataset\negative\background\background_01163.wav,synthetic_noise,ambient,0.000000,0.000003,0.000003
E:\SIH\ira-wakeword\dataset\negative\background\background_01167.wav,synthetic_noise,ambient,0.000000,0.000466,0.000466
E:\SIH\ira-wakeword\dataset\negative\background\background_01171.wav,synthetic_noise,ambient,0.006925,0.021320,0.014394
E:\SIH\ira-wakeword\dataset\negative\background\background_01181.wav,synthetic_noise,ambient,0.000000,0.000793,0.000792
E:\SIH\ira-wakeword\dataset\negative\background\background_01186.wav,synthetic_noise,ambient,0.020793,0.000181,-0.020612
E:\SIH\ira-wakeword\dataset\negative\background\background_01200.wav,synthetic_noise,ambient,0.007103,0.000340,-0.006763
E:\SIH\ira-wakeword\dataset\negative\background\background_01206.wav,synthetic_noise,ambient,0.000639,0.000401,-0.000238
E:\SIH\ira-wakeword\dataset\negative\background\background_01222.wav,synthetic_noise,ambient,0.000338,0.000016,-0.000322
E:\SIH\ira-wakeword\dataset\negative\background\background_01240.wav,synthetic_noise,ambient,0.000000,0.000067,0.000067
E:\SIH\ira-wakeword\dataset\negative\background\background_01242.wav,synthetic_noise,ambient,0.033813,0.000474,-0.033339
E:\SIH\ira-wakeword\dataset\negative\background\background_01258.wav,synthetic_noise,ambient,0.000000,0.000613,0.000613
E:\SIH\ira-wakeword\dataset\negative\background\background_01267.wav,synthetic_noise,ambient,0.000000,0.000233,0.000233
E:\SIH\ira-wakeword\dataset\negative\background\background_01277.wav,synthetic_noise,ambient,0.007029,0.000134,-0.006896
E:\SIH\ira-wakeword\dataset\negative\background\background_01279.wav,synthetic_noise,ambient,0.000000,0.000441,0.000441
E:\SIH\ira-wakeword\dataset\negative\background\background_01290.wav,synthetic_noise,ambient,0.000317,0.000474,0.000157
E:\SIH\ira-wakeword\dataset\negative\background\background_01297.wav,synthetic_noise,ambient,0.000272,0.001029,0.000757
E:\SIH\ira-wakeword\dataset\negative\background\background_01302.wav,synthetic_noise,ambient,0.000000,0.000043,0.000043
E:\SIH\ira-wakeword\dataset\negative\background\background_01303.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_01318.wav,synthetic_noise,ambient,0.000189,0.009500,0.009311
E:\SIH\ira-wakeword\dataset\negative\background\background_01321.wav,synthetic_noise,ambient,0.000000,0.000225,0.000225
E:\SIH\ira-wakeword\dataset\negative\background\background_01322.wav,synthetic_noise,ambient,0.000285,0.000298,0.000012
E:\SIH\ira-wakeword\dataset\negative\background\background_01334.wav,synthetic_noise,ambient,0.002323,0.001444,-0.000879
E:\SIH\ira-wakeword\dataset\negative\background\background_01348.wav,synthetic_noise,ambient,0.000366,0.000118,-0.000247
E:\SIH\ira-wakeword\dataset\negative\background\background_01360.wav,synthetic_noise,ambient,0.000106,0.000222,0.000116
E:\SIH\ira-wakeword\dataset\negative\background\background_01366.wav,synthetic_noise,ambient,0.000000,0.000008,0.000008
E:\SIH\ira-wakeword\dataset\negative\background\background_01373.wav,synthetic_noise,ambient,0.000000,0.000004,0.000004
E:\SIH\ira-wakeword\dataset\negative\background\background_01382.wav,synthetic_noise,ambient,0.007425,0.000231,-0.007194
E:\SIH\ira-wakeword\dataset\negative\background\background_01389.wav,synthetic_noise,ambient,0.006736,0.000232,-0.006505
E:\SIH\ira-wakeword\dataset\negative\background\background_01445.wav,synthetic_noise,ambient,0.017416,0.000312,-0.017103
E:\SIH\ira-wakeword\dataset\negative\background\background_01448.wav,synthetic_noise,ambient,0.000358,0.002794,0.002436
E:\SIH\ira-wakeword\dataset\negative\background\background_01460.wav,synthetic_noise,ambient,0.000096,0.000345,0.000249
E:\SIH\ira-wakeword\dataset\negative\background\background_01474.wav,synthetic_noise,ambient,0.000784,0.000613,-0.000171
E:\SIH\ira-wakeword\dataset\negative\background\background_01490.wav,synthetic_noise,ambient,0.000602,0.000284,-0.000318
E:\SIH\ira-wakeword\dataset\negative\background\background_01507.wav,synthetic_noise,ambient,0.000454,0.001095,0.000641
E:\SIH\ira-wakeword\dataset\negative\background\background_01537.wav,synthetic_noise,ambient,0.000253,0.001229,0.000977
E:\SIH\ira-wakeword\dataset\negative\background\background_01540.wav,synthetic_noise,ambient,0.000000,0.000123,0.000123
E:\SIH\ira-wakeword\dataset\negative\background\background_01551.wav,synthetic_noise,ambient,0.000028,0.000343,0.000316
E:\SIH\ira-wakeword\dataset\negative\background\background_01559.wav,synthetic_noise,ambient,0.000000,0.000243,0.000243
E:\SIH\ira-wakeword\dataset\negative\background\background_01560.wav,synthetic_noise,ambient,0.000059,0.004844,0.004786
E:\SIH\ira-wakeword\dataset\negative\background\background_01562.wav,synthetic_noise,ambient,0.000000,0.000015,0.000015
E:\SIH\ira-wakeword\dataset\negative\background\background_01573.wav,synthetic_noise,ambient,0.000000,0.000655,0.000655
E:\SIH\ira-wakeword\dataset\negative\background\background_01580.wav,synthetic_noise,ambient,0.000000,0.000223,0.000223
E:\SIH\ira-wakeword\dataset\negative\background\background_01600.wav,synthetic_noise,ambient,0.000709,0.000109,-0.000600
E:\SIH\ira-wakeword\dataset\negative\background\background_01603.wav,synthetic_noise,ambient,0.000000,0.000005,0.000005
E:\SIH\ira-wakeword\dataset\negative\background\background_01608.wav,synthetic_noise,ambient,0.000000,0.000335,0.000335
E:\SIH\ira-wakeword\dataset\negative\background\background_01611.wav,synthetic_noise,ambient,0.000000,0.000054,0.000054
E:\SIH\ira-wakeword\dataset\negative\background\background_01630.wav,synthetic_noise,ambient,0.000112,0.003019,0.002908
E:\SIH\ira-wakeword\dataset\negative\background\background_01638.wav,synthetic_noise,ambient,0.000000,0.000006,0.000006
E:\SIH\ira-wakeword\dataset\negative\background\background_01652.wav,synthetic_noise,ambient,0.000000,0.000204,0.000203
E:\SIH\ira-wakeword\dataset\negative\background\background_01695.wav,synthetic_noise,ambient,0.000000,0.000007,0.000007
E:\SIH\ira-wakeword\dataset\negative\background\background_01699.wav,synthetic_noise,ambient,0.000000,0.000408,0.000407
E:\SIH\ira-wakeword\dataset\negative\background\background_01707.wav,synthetic_noise,ambient,0.000957,0.003773,0.002816
E:\SIH\ira-wakeword\dataset\negative\background\background_01708.wav,synthetic_noise,ambient,0.000000,0.000094,0.000094
E:\SIH\ira-wakeword\dataset\negative\background\background_01718.wav,synthetic_noise,ambient,0.015802,0.000186,-0.015616
E:\SIH\ira-wakeword\dataset\negative\background\background_01733.wav,synthetic_noise,ambient,0.000069,0.000297,0.000228
E:\SIH\ira-wakeword\dataset\negative\background\background_01760.wav,synthetic_noise,ambient,0.007959,0.002686,-0.005272
E:\SIH\ira-wakeword\dataset\negative\background\background_01765.wav,synthetic_noise,ambient,0.000000,0.000001,0.000001
E:\SIH\ira-wakeword\dataset\negative\background\background_01773.wav,synthetic_noise,ambient,0.000384,0.000260,-0.000124
E:\SIH\ira-wakeword\dataset\negative\background\background_01774.wav,synthetic_noise,ambient,0.025739,0.000438,-0.025301
E:\SIH\ira-wakeword\dataset\negative\background\background_01814.wav,synthetic_noise,ambient,0.000000,0.000002,0.000002
E:\SIH\ira-wakeword\dataset\negative\background\background_01817.wav,synthetic_noise,ambient,0.000468,0.001868,0.001400
E:\SIH\ira-wakeword\dataset\negative\background\background_01822.wav,synthetic_noise,ambient,0.000365,0.000229,-0.000135
E:\SIH\ira-wakeword\dataset\negative\background\background_01828.wav,synthetic_noise,ambient,0.000000,0.000016,0.000015
E:\SIH\ira-wakeword\dataset\negative\background\background_01833.wav,synthetic_noise,ambient,0.000050,0.000227,0.000177
E:\SIH\ira-wakeword\dataset\negative\background\background_01836.wav,synthetic_noise,ambient,0.000195,0.000317,0.000122
E:\SIH\ira-wakeword\dataset\negative\background\background_01838.wav,synthetic_noise,ambient,0.000055,0.000672,0.000617
E:\SIH\ira-wakeword\dataset\negative\background\background_01842.wav,synthetic_noise,ambient,0.000000,0.000024,0.000024
E:\SIH\ira-wakeword\dataset\negative\background\background_01843.wav,synthetic_noise,ambient,0.000807,0.000756,-0.000051
E:\SIH\ira-wakeword\dataset\negative\background\background_01846.wav,synthetic_noise,ambient,0.000000,0.000258,0.000258
E:\SIH\ira-wakeword\dataset\negative\background\background_01848.wav,synthetic_noise,ambient,0.000000,0.000019,0.000019
E:\SIH\ira-wakeword\dataset\negative\background\background_01860.wav,synthetic_noise,ambient,0.000000,0.000352,0.000352
E:\SIH\ira-wakeword\dataset\negative\background\background_01874.wav,synthetic_noise,ambient,0.000000,0.000681,0.000680
E:\SIH\ira-wakeword\dataset\negative\background\background_01883.wav,synthetic_noise,ambient,0.000000,0.000005,0.000005
E:\SIH\ira-wakeword\dataset\negative\background\background_01917.wav,synthetic_noise,ambient,0.000400,0.018011,0.017611
E:\SIH\ira-wakeword\dataset\negative\background\background_01919.wav,synthetic_noise,ambient,0.000000,0.000020,0.000020
E:\SIH\ira-wakeword\dataset\negative\background\background_01925.wav,synthetic_noise,ambient,0.000000,0.000142,0.000142
E:\SIH\ira-wakeword\dataset\negative\background\background_01936.wav,synthetic_noise,ambient,0.000208,0.000260,0.000052
E:\SIH\ira-wakeword\dataset\negative\background\background_01952.wav,synthetic_noise,ambient,0.000552,0.002675,0.002123
E:\SIH\ira-wakeword\dataset\negative\background\background_01975.wav,synthetic_noise,ambient,0.000000,0.000006,0.000006
E:\SIH\ira-wakeword\dataset\negative\background\background_01985.wav,synthetic_noise,ambient,0.004439,0.048215,0.043776
E:\SIH\ira-wakeword\dataset\negative\background\background_01997.wav,synthetic_noise,ambient,0.000578,0.005921,0.005343
